timestamp,plane_id,temp_sensor_1,temp_sensor_2,temp_sensor_3,ambient_temp,charge_rate,discharge_rate,failure_condition,failure_label,avg_temp,max_temp,min_temp,temp_spread,is_temp_extreme,thermal_stress,charge_discharge_ratio,hour,day,day_of_week,week,shift,avg_temp_roll_mean,avg_temp_roll_std,charge_rate_roll_mean,charge_rate_roll_std,discharge_rate_roll_mean,discharge_rate_roll_std
2024-01-01 00:13:00,P1,25.05238318513305,23.661254744247813,24.920146398782016,22.89,0.98,2.23,Normal,0,24.5446,25.0524,23.6613,1.3911,0,1.6546,0.4395,0,1,Monday,1,Night,27.5348,2.1697,1.6307,0.4839,1.4629,0.727
2024-01-01 00:14:00,P2,29.52237277029216,28.65828930785842,27.75126268158018,26.74,0.82,1.26,Normal,0,28.644,29.5224,27.7513,1.7711,0,1.904,0.6508,0,1,Monday,1,Night,27.6087,2.1103,1.5767,0.5111,1.4493,0.7025
2024-01-01 00:15:00,P3,26.544280875532912,27.44112345870153,25.524714782547,25.24,1.4,0.96,Normal,0,26.5034,27.4411,25.5247,1.9164,0,1.2634,1.4583,0,1,Monday,1,Night,27.5396,2.0574,1.5656,0.4957,1.4188,0.6896
2024-01-01 00:16:00,P3,28.24321656301315,30.418516680009173,29.516061461842728,26.21,2.34,0.7,Normal,0,29.3926,30.4185,28.2432,2.1753,0,3.1826,3.3429,0,1,Monday,1,Night,27.6486,2.0422,1.6112,0.5154,1.3765,0.6901
2024-01-01 00:17:00,P1,27.726007026292432,27.120395636298337,28.792409295034137,25.85,1.51,1.3,Normal,0,27.8796,28.7924,27.1204,1.672,0,2.0296,1.1615,0,1,Monday,1,Night,27.6615,1.9819,1.6056,0.5006,1.3722,0.6697
2024-01-01 00:18:00,P2,27.8283646329483,27.06082316373529,27.067997127249765,24.66,1.69,2.47,Normal,0,27.3191,27.8284,27.0608,0.7676,0,2.6591,0.6842,0,1,Monday,1,Night,27.6434,1.9277,1.61,0.4869,1.43,0.6979
2024-01-01 00:19:00,P3,26.970373061562444,26.86786375612638,26.83329055163677,25.89,1.43,2.41,Normal,0,26.8905,26.9704,26.8333,0.1371,0,1.0005,0.5934,0,1,Monday,1,Night,27.6058,1.8838,1.601,0.4756,1.479,0.7138
2024-01-01 00:20:00,P1,27.624278412481527,27.748840291804665,29.107517126973143,26.57,1.02,0.6,Normal,0,28.1602,29.1075,27.6243,1.4832,0,1.5902,1.7,0,1,Monday,1,Night,27.6322,1.8401,1.5733,0.4806,1.4371,0.7216
2024-01-01 00:21:00,P3,26.240205757908043,26.15344503117308,24.29436832215865,24.62,1.31,0.87,Normal,0,25.5627,26.2402,24.2944,1.9458,0,0.9427,1.5057,0,1,Monday,1,Night,27.5381,1.8492,1.5614,0.4724,1.4114,0.7146
2024-01-01 00:22:00,P2,26.73156313688209,25.010601898466028,23.64951029398226,23.55,2.4,2.41,Normal,0,25.1306,26.7316,23.6495,3.0821,0,1.5806,0.9959,0,1,Monday,1,Night,27.4335,1.8751,1.5978,0.4935,1.4548,0.7285
2024-01-01 00:23:00,P1,25.849853964754995,25.830034609205736,25.195719387438647,23.49,1.69,2.13,Normal,0,25.6252,25.8499,25.1957,0.6542,0,2.1352,0.7934,0,1,Monday,1,Night,27.3581,1.8707,1.6017,0.483,1.4829,0.7257
2024-01-01 00:24:00,P2,24.567804014243958,26.338185036412007,26.80787041766779,23.97,1.62,1.94,Normal,0,25.9046,26.8079,24.5678,2.2401,0,1.9346,0.8351,0,1,Monday,1,Night,27.3,1.8542,1.6024,0.4729,1.5012,0.7163
2024-01-01 00:25:00,P1,27.81941264130996,30.295522980406187,28.87338791273554,26.93,2.09,1.41,Normal,0,28.9961,30.2955,27.8194,2.4761,0,2.0661,1.4823,0,1,Monday,1,Night,27.3652,1.8469,1.6212,0.4731,1.4977,0.702
2024-01-01 00:26:00,P1,27.93359204063146,26.499046096520267,24.87619699865097,25.04,0.97,2.21,Normal,0,26.4363,27.9336,24.8762,3.0574,0,1.3963,0.4389,0,1,Monday,1,Night,27.3308,1.8199,1.597,0.4805,1.5241,0.7019
2024-01-01 00:27:00,P3,28.408570744295076,27.699723153123024,28.682531343937196,26.06,1.97,0.73,Normal,0,28.2636,28.6825,27.6997,0.9828,0,2.2036,2.6986,0,1,Monday,1,Night,27.3641,1.7945,1.6104,0.4768,1.4957,0.705
2024-01-01 00:28:00,P3,26.727993687938422,28.26251297439773,25.962437393150918,26.24,2.04,2.37,Normal,0,26.9843,28.2625,25.9624,2.3001,0,0.7443,0.8608,0,1,Monday,1,Night,27.351,1.7636,1.6252,0.4749,1.5259,0.711
2024-01-01 00:29:00,P1,26.43725775597131,27.30190901742724,25.736944770376077,24.81,1.28,2.06,Normal,0,26.492,27.3019,25.7369,1.565,0,1.682,0.6214,0,1,Monday,1,Night,27.3224,1.74,1.6137,0.4709,1.5437,0.7054
2024-01-01 00:30:00,P3,23.153942800742865,26.92750382103384,26.281600083205927,24.37,0.91,0.79,Normal,0,25.4543,26.9275,23.1539,3.7736,0,1.0843,1.1519,0,1,Monday,1,Night,27.263,1.7732,1.5933,0.488,1.4877,0.696
2024-01-01 00:31:00,P1,25.636569263965274,27.528062174853005,28.782749703514224,25.13,1.21,0.55,Normal,0,27.3158,28.7827,25.6366,3.1461,0,2.1858,2.2,0,1,Monday,1,Night,27.2421,1.7685,1.5533,0.4675,1.4823,0.7027
2024-01-01 00:32:00,P3,27.370088908081645,25.849378976874117,26.643143809952942,24.72,0.91,1.22,Normal,0,26.6209,27.3701,25.8494,1.5207,0,1.9009,0.7459,0,1,Monday,1,Night,27.1533,1.7289,1.546,0.476,1.5017,0.6866
2024-01-01 00:33:00,P2,25.488121804693463,24.8598405771654,23.480713614173936,22.7,0.76,1.84,Normal,0,24.6096,25.4881,23.4807,2.0074,0,1.9096,0.413,0,1,Monday,1,Night,27.0241,1.7702,1.5067,0.4908,1.4803,0.6647
2024-01-01 00:34:00,P3,25.861086172598316,26.723865015964176,27.27952720351852,23.8,1.29,1.84,Normal,0,26.6215,27.2795,25.8611,1.4184,0,2.8215,0.7011,0,1,Monday,1,Night,26.9789,1.7623,1.4837,0.484,1.5103,0.6598
2024-01-01 00:35:00,P2,25.435351326130625,27.038465140323797,28.584882399032352,24.8,1.89,0.79,Normal,0,27.0196,28.5849,25.4354,3.1495,0,2.2196,2.3924,0,1,Monday,1,Night,26.9975,1.7596,1.499,0.4895,1.4863,0.6728
2024-01-01 00:36:00,P1,23.61540435071107,25.180964344246643,24.723599135254165,22.57,1.78,0.87,Normal,0,24.5067,25.181,23.6154,1.5656,0,1.9367,2.046,0,1,Monday,1,Night,26.7318,1.4838,1.486,0.4761,1.4843,0.6746
2024-01-01 00:37:00,P2,26.400113873301454,27.157545201854315,26.0816636578075,24.18,0.65,1.24,Normal,0,26.5464,27.1575,26.0817,1.0758,0,2.3664,0.5242,0,1,Monday,1,Night,26.6445,1.4109,1.4433,0.492,1.4887,0.6725
2024-01-01 00:38:00,P1,27.30902416992572,26.4494851180958,27.86252356087813,24.72,2.05,0.78,Normal,0,27.207,27.8625,26.4495,1.413,0,2.487,2.6282,0,1,Monday,1,Night,26.6163,1.3901,1.47,0.5027,1.434,0.6607
2024-01-01 00:39:00,P1,29.147058031870337,28.78997446721595,30.411719238690043,28.04,0.76,1.33,Normal,0,29.4496,30.4117,28.79,1.6217,0,1.4096,0.5714,0,1,Monday,1,Night,26.7132,1.483,1.4597,0.5143,1.406,0.6461
2024-01-01 00:40:00,P1,23.767422521046463,23.02079422967616,24.687747752428127,23.07,0.65,1.57,Normal,0,23.8253,24.6877,23.0208,1.6669,0,0.7553,0.414,0,1,Monday,1,Night,26.5675,1.5457,1.41,0.5182,1.417,0.646
2024-01-01 00:41:00,P1,26.432637010857768,28.34033318353217,28.26588726704612,24.95,2.42,2.0,Normal,0,27.6796,28.3403,26.4326,1.9077,0,2.7296,1.21,0,1,Monday,1,Night,26.6825,1.4934,1.4293,0.545,1.4563,0.6443
2024-01-01 00:42:00,P2,29.93652846593371,31.07381905851078,30.198852648787152,27.89,1.5,0.8,Normal,0,30.4031,31.0738,29.9365,1.1373,0,2.5131,1.875,0,1,Monday,1,Night,26.8663,1.6005,1.4447,0.5401,1.456,0.6446
2024-01-01 00:43:00,P2,26.842613924704537,25.04685320924485,27.94729145501399,25.31,0.7,0.58,Normal,0,26.6123,27.9473,25.0469,2.9004,0,1.3023,1.2069,0,1,Monday,1,Night,26.9352,1.5405,1.4353,0.5507,1.401,0.6467
2024-01-01 00:44:00,P3,27.20438207170175,28.720301337817396,29.72164716841457,26.73,2.05,1.01,Normal,0,28.5488,29.7216,27.2044,2.5172,0,1.8188,2.0297,0,1,Monday,1,Night,26.932,1.5369,1.4763,0.5491,1.3927,0.6502
2024-01-01 00:45:00,P1,27.653103673332268,26.319716966642638,25.93484146930174,24.46,0.66,0.57,Normal,0,26.6359,27.6531,25.9348,1.7183,0,2.1759,1.1579,0,1,Monday,1,Night,26.9365,1.5358,1.4517,0.5689,1.3797,0.6629
2024-01-01 00:46:00,P3,27.9462462638599,28.155095968175207,27.98445411528269,26.88,0.76,1.61,Normal,0,28.0286,28.1551,27.9462,0.2089,0,1.1486,0.472,0,1,Monday,1,Night,26.891,1.4798,1.399,0.5568,1.41,0.6515
2024-01-01 00:47:00,P3,25.443033917374382,24.77706539822149,25.778613096416457,23.29,1.2,1.05,Normal,0,25.3329,25.7786,24.7771,1.0015,0,2.0429,1.1429,0,1,Monday,1,Night,26.8061,1.4941,1.3887,0.5576,1.4017,0.6545
2024-01-01 00:48:00,P3,23.277451909495586,24.45157908952637,25.869680597203715,22.4,1.03,2.41,Normal,0,24.5329,25.8697,23.2775,2.5922,0,2.1329,0.4274,0,1,Monday,1,Night,26.7132,1.5468,1.3667,0.5583,1.3997,0.6512
2024-01-01 00:49:00,P3,26.98060940514956,26.080468646619703,26.922153951593906,25.57,2.07,1.14,Normal,0,26.6611,26.9806,26.0805,0.9001,0,1.0911,1.8158,0,1,Monday,1,Night,26.7056,1.5464,1.388,0.5728,1.3573,0.624
2024-01-01 00:50:00,P1,24.582308105956912,25.72662992975209,26.20244403535303,24.94,1.78,1.46,Normal,0,25.5038,26.2024,24.5823,1.6201,0,0.5638,1.2192,0,1,Monday,1,Night,26.617,1.5363,1.4133,0.5728,1.386,0.6075
2024-01-01 00:51:00,P1,26.555663520251294,25.999132221792863,27.11587318220292,24.61,1.9,0.86,Normal,0,26.5569,27.1159,25.9991,1.1168,0,1.9469,2.2093,0,1,Monday,1,Night,26.6502,1.5234,1.433,0.5792,1.3857,0.6078
2024-01-01 00:52:00,P1,26.819936715494823,27.833775380937933,27.751940616510133,25.19,1.91,1.58,Normal,0,27.4686,27.8338,26.8199,1.0139,0,2.2786,1.2089,0,1,Monday,1,Night,26.7281,1.5027,1.4167,0.5575,1.358,0.5777
2024-01-01 00:53:00,P1,24.78797243084136,25.710260531467203,25.87748927930218,22.82,0.78,0.8,Normal,0,25.4586,25.8775,24.788,1.0895,0,2.6386,0.975,0,1,Monday,1,Night,26.7226,1.5072,1.3863,0.5668,1.3137,0.5674
2024-01-01 00:54:00,P1,27.326711438253604,27.981319794232437,28.36777343129178,25.56,1.05,1.91,Normal,0,27.8919,28.3678,27.3267,1.0411,0,2.3319,0.5497,0,1,Monday,1,Night,26.7888,1.5136,1.3673,0.5683,1.3127,0.5663
2024-01-01 00:55:00,P3,27.39860414557842,26.920196845664684,25.833214798916323,25.17,1.44,2.03,Normal,0,26.7173,27.3986,25.8332,1.5654,0,1.5473,0.7094,0,1,Monday,1,Night,26.7128,1.4551,1.3457,0.5519,1.3333,0.5811
2024-01-01 00:56:00,P1,26.062886054119463,26.06607862233696,28.173834489160157,24.74,1.51,1.64,Normal,0,26.7676,28.1738,26.0629,2.1109,0,2.0276,0.9207,0,1,Monday,1,Night,26.7239,1.4542,1.3637,0.548,1.3143,0.5604
2024-01-01 00:57:00,P1,26.736500909164928,27.34512122372366,28.06643795544743,26.43,1.57,1.72,Normal,0,27.3827,28.0664,26.7365,1.3299,0,0.9527,0.9128,0,1,Monday,1,Night,26.6945,1.4307,1.3503,0.5375,1.3473,0.5539
2024-01-01 00:58:00,P2,26.35741827350379,24.7964149221928,26.99853196129861,24.04,1.45,1.61,Normal,0,26.0508,26.9985,24.7964,2.2021,0,2.0108,0.9006,0,1,Monday,1,Night,26.6634,1.4344,1.3307,0.522,1.322,0.5219
2024-01-01 00:59:00,P1,26.589487955288824,26.915680557284222,26.51249192648497,24.93,1.02,1.11,Normal,0,26.6726,26.9157,26.5125,0.4032,0,1.7426,0.9189,0,1,Monday,1,Night,26.6694,1.434,1.322,0.525,1.2903,0.5041
2024-01-01 01:00:00,P3,23.96192598077148,23.62925361136544,22.99554298734725,21.95,2.12,0.62,Normal,0,23.5289,23.9619,22.9955,0.9664,0,1.5789,3.4194,1,1,Monday,1,Night,26.6052,1.5301,1.3623,0.5386,1.2847,0.5109
2024-01-01 01:01:00,P1,29.319438013393224,31.08885670657925,29.484828501192453,26.65,1.96,1.79,Normal,0,29.9644,31.0889,29.3194,1.7695,0,3.3144,1.095,1,1,Monday,1,Night,26.6935,1.6447,1.3873,0.5486,1.326,0.4994
2024-01-01 01:02:00,P2,25.124210621398213,25.535694398713645,25.363371384321358,24.03,0.84,1.15,Normal,0,25.3411,25.5357,25.1242,0.4115,0,1.3111,0.7304,1,1,Monday,1,Night,26.6509,1.6631,1.385,0.5508,1.3237,0.5001
2024-01-01 01:03:00,P2,25.621202622841,27.80728656404603,27.251196369371428,25.16,2.37,1.7,Normal,0,26.8932,27.8073,25.6212,2.1861,0,1.7332,1.3941,1,1,Monday,1,Night,26.727,1.6181,1.4387,0.5661,1.319,0.4957
2024-01-01 01:04:00,P3,26.65585352297248,28.046688770336058,29.09917658086964,25.8,1.43,1.31,Normal,0,27.9339,29.0992,26.6559,2.4433,0,2.1339,1.0916,1,1,Monday,1,Night,26.7707,1.6328,1.4433,0.5654,1.3013,0.4859
2024-01-01 01:05:00,P2,24.822144292522797,26.421957466717267,24.740948948462417,23.71,1.24,1.54,Normal,0,25.3284,26.422,24.7409,1.6811,0,1.6184,0.8052,1,1,Monday,1,Night,26.7144,1.653,1.4217,0.5601,1.3263,0.4779
2024-01-01 01:06:00,P3,28.125732678992343,25.77633110807737,28.194442098874266,24.65,1.35,2.1,Normal,0,27.3655,28.1944,25.7763,2.4181,0,2.7155,0.6429,1,1,Monday,1,Night,26.8097,1.603,1.4073,0.5561,1.3673,0.49
2024-01-01 01:07:00,P3,25.37879867316115,27.103704155122628,26.607748134626068,24.5,0.83,0.74,Normal,0,26.3634,27.1037,25.3788,1.7249,0,1.8634,1.1216,1,1,Monday,1,Night,26.8036,1.6044,1.4133,0.5486,1.3507,0.5028
2024-01-01 01:08:00,P3,26.251281739481637,27.120452950452115,24.95236944591165,25.02,0.85,0.93,Normal,0,26.108,27.1205,24.9524,2.1681,0,1.088,0.914,1,1,Monday,1,Night,26.7669,1.6074,1.3733,0.5443,1.3557,0.4977
2024-01-01 01:09:00,P3,28.627249200186053,25.56457130247429,26.923224783706107,25.33,1.07,1.51,Normal,0,27.0383,28.6272,25.5646,3.0626,0,1.7083,0.7086,1,1,Monday,1,Night,26.6865,1.5269,1.3837,0.5351,1.3617,0.4984
2024-01-01 01:10:00,P3,24.17894596608713,23.637125579650768,24.509164083007867,23.69,1.32,1.97,Normal,0,24.1084,24.5092,23.6371,0.8721,0,0.4184,0.6701,1,1,Monday,1,Night,26.696,1.5094,1.406,0.5171,1.375,0.5094
2024-01-01 01:11:00,P2,27.789137048468536,25.117285490209497,26.93439275913621,24.64,0.83,2.08,Normal,0,26.6136,27.7891,25.1173,2.6718,0,1.9736,0.399,1,1,Monday,1,Night,26.6604,1.4979,1.353,0.4904,1.3777,0.513
2024-01-01 01:12:00,P3,29.001962960073275,27.901031464397143,27.958599493030377,25.33,0.57,1.83,Normal,0,28.2872,29.002,27.901,1.101,0,2.9572,0.3115,1,1,Monday,1,Night,26.5899,1.359,1.322,0.5098,1.412,0.5075
2024-01-01 01:13:00,P1,27.12576798468081,27.47717747641956,29.166868162270735,26.05,0.61,2.28,Normal,0,27.9233,29.1669,27.1258,2.0411,0,1.8733,0.2675,1,1,Monday,1,Night,26.6336,1.3806,1.319,0.5138,1.4687,0.5063
2024-01-01 01:14:00,P1,23.23768892779287,22.589190738138,24.154244042039277,21.92,1.61,1.44,Normal,0,23.327,24.1542,22.5892,1.565,0,1.407,1.1181,1,1,Monday,1,Night,26.4596,1.4579,1.3043,0.4983,1.483,0.4989
2024-01-01 01:15:00,P3,26.99597047498872,26.26100483928862,24.82390767969633,24.37,1.86,1.72,Normal,0,26.027,26.996,24.8239,2.1721,0,1.657,1.0814,1,1,Monday,1,Night,26.4393,1.4596,1.3443,0.4929,1.5213,0.4696
2024-01-01 01:16:00,P2,24.74395148136092,23.97886503276637,24.21736614722265,22.75,0.94,1.89,Normal,0,24.3134,24.744,23.9789,0.7651,0,1.5634,0.4974,1,1,Monday,1,Night,26.3154,1.4776,1.3503,0.4866,1.5307,0.4742
2024-01-01 01:17:00,P1,29.169032676867214,30.20773384057736,28.093664455259937,26.41,2.14,1.21,Normal,0,29.1568,30.2077,28.0937,2.114,0,2.7468,1.7686,1,1,Monday,1,Night,26.4429,1.5529,1.3817,0.5064,1.536,0.4695
2024-01-01 01:18:00,P2,26.45818896442891,25.479205530760023,25.51193888697426,24.04,2.11,1.48,Normal,0,25.8164,26.4582,25.4792,0.979,0,1.7764,1.4257,1,1,Monday,1,Night,26.4857,1.5157,1.4177,0.5188,1.505,0.4395
2024-01-01 01:19:00,P1,28.35274895581688,27.403965805128625,27.50882040227785,24.7,2.18,2.01,Normal,0,27.7552,28.3527,27.404,0.9487,0,3.0552,1.0846,1,1,Monday,1,Night,26.5221,1.5331,1.4213,0.5239,1.534,0.4433
2024-01-01 01:20:00,P2,30.312532960075323,28.278594389864963,30.297382364141136,27.41,2.4,2.42,Normal,0,29.6295,30.3125,28.2786,2.0339,0,2.2195,0.9917,1,1,Monday,1,Night,26.6597,1.6212,1.442,0.5501,1.566,0.4715
2024-01-01 01:21:00,P2,29.17186485269309,28.32455812620712,29.06633170600175,26.52,2.45,0.97,Normal,0,28.8543,29.1719,28.3246,0.8473,0,2.3343,2.5258,1,1,Monday,1,Night,26.7362,1.6697,1.4603,0.5746,1.5697,0.4662
2024-01-01 01:22:00,P2,25.991911623751548,26.24036635466484,27.67372281889928,24.97,1.08,1.22,Normal,0,26.6353,27.6737,25.9919,1.6818,0,1.6653,0.8852,1,1,Monday,1,Night,26.7085,1.664,1.4327,0.5721,1.5577,0.4706
2024-01-01 01:23:00,P1,24.828446456523736,26.39338445998469,25.773789062865102,23.64,2.34,1.37,Normal,0,25.6652,26.3934,24.8284,1.565,0,2.0252,1.708,1,1,Monday,1,Night,26.7154,1.6591,1.4847,0.5816,1.5767,0.45
2024-01-01 01:24:00,P3,26.640982063446817,28.419429507435765,27.209971851089257,25.87,1.64,0.53,Normal,0,27.4235,28.4194,26.641,1.7784,0,1.5535,3.0943,1,1,Monday,1,Night,26.6997,1.6498,1.5043,0.5763,1.5307,0.484
2024-01-01 01:25:00,P3,24.9646551077997,26.832064956927475,25.105545865051056,23.47,2.17,1.97,Normal,0,25.6341,26.8321,24.9647,1.8674,0,2.1641,1.1015,1,1,Monday,1,Night,26.6636,1.6612,1.5287,0.5888,1.5287,0.482
2024-01-01 01:26:00,P2,28.23782189525185,28.753722081018587,31.62418523714556,28.3,0.65,1.95,Normal,0,29.5386,31.6242,28.2378,3.3864,0,1.2386,0.3333,1,1,Monday,1,Night,26.756,1.7422,1.5,0.6103,1.539,0.4877
2024-01-01 01:27:00,P1,28.496542762811607,29.428893616722853,30.07218991850328,27.36,0.54,2.47,Normal,0,29.3325,30.0722,28.4965,1.5757,0,1.9725,0.2186,1,1,Monday,1,Night,26.821,1.8018,1.4657,0.6347,1.564,0.5157
2024-01-01 01:28:00,P2,26.809867091387776,26.67093301324319,25.17855302034721,24.66,0.5,0.55,Normal,0,26.2198,26.8099,25.1786,1.6313,0,1.5598,0.9091,1,1,Monday,1,Night,26.8266,1.7995,1.434,0.6587,1.5287,0.5478
2024-01-01 01:29:00,P1,26.49236509513653,26.583121834108056,24.74949389138091,24.48,0.64,2.13,Normal,0,25.9417,26.5831,24.7495,1.8336,0,1.4617,0.3005,1,1,Monday,1,Night,26.8023,1.8066,1.4213,0.6705,1.5627,0.5525
2024-01-01 01:30:00,P2,28.259493652896094,27.074613778658264,29.92906423402365,26.13,0.88,2.28,Normal,0,28.4211,29.9291,27.0746,2.8545,0,2.2911,0.386,1,1,Monday,1,Night,26.9653,1.7197,1.38,0.6642,1.618,0.5378
2024-01-01 01:31:00,P1,26.19835261774507,27.12170924519133,28.364001137569858,24.48,2.0,1.52,Normal,0,27.228,28.364,26.1984,2.1656,0,2.748,1.3158,1,1,Monday,1,Night,26.8741,1.6251,1.3813,0.6654,1.609,0.5371
2024-01-01 01:32:00,P1,28.84610983669387,27.0183781345096,28.10695970203717,26.02,0.66,1.54,Normal,0,27.9905,28.8461,27.0184,1.8277,0,1.9705,0.4286,1,1,Monday,1,Night,26.9624,1.6108,1.3753,0.6712,1.622,0.5303
2024-01-01 01:33:00,P2,26.90412984804928,26.99696579550993,27.83322951651994,24.2,2.05,0.69,Normal,0,27.2448,27.8332,26.9041,0.9291,0,3.0448,2.971,1,1,Monday,1,Night,26.9742,1.6116,1.3647,0.6573,1.5883,0.5566
2024-01-01 01:34:00,P1,23.129421837683683,25.060248944252045,22.358470153067483,21.76,1.59,1.51,Normal,0,23.516,25.0602,22.3585,2.7017,0,1.756,1.053,1,1,Monday,1,Night,26.8269,1.7191,1.37,0.6585,1.595,0.5543
2024-01-01 01:35:00,P3,29.34400050081475,28.18166015463354,26.788535312843475,26.21,1.14,1.44,Normal,0,28.1047,29.344,26.7885,2.5555,0,1.8947,0.7917,1,1,Monday,1,Night,26.9194,1.7104,1.3667,0.6594,1.5917,0.555
2024-01-01 01:36:00,P2,28.278681337458725,28.359017375255416,27.02788037677769,24.82,1.11,1.92,Normal,0,27.8885,28.359,27.0279,1.3311,0,3.0685,0.5781,1,1,Monday,1,Night,26.9369,1.7177,1.3587,0.6611,1.5857,0.5502
2024-01-01 01:37:00,P2,27.268397194049413,26.35092287910971,24.61849003132313,23.53,2.26,0.94,Normal,0,26.0793,27.2684,24.6185,2.6499,0,2.5493,2.4043,1,1,Monday,1,Night,26.9274,1.7218,1.4063,0.6731,1.5923,0.5408
2024-01-01 01:38:00,P1,27.80674848097816,26.87320489845045,27.858106814714716,25.51,0.63,2.38,Normal,0,27.5127,27.8581,26.8732,0.9849,0,2.0027,0.2647,1,1,Monday,1,Night,26.9742,1.7178,1.399,0.6805,1.6407,0.5443
2024-01-01 01:39:00,P1,28.36375080123576,29.86826909158805,26.904645430679835,26.66,2.32,0.55,Normal,0,28.3789,29.8683,26.9046,2.9637,0,1.7189,4.2182,1,1,Monday,1,Night,27.0189,1.7369,1.4407,0.6977,1.6087,0.5793
2024-01-01 01:40:00,P1,30.38735126997968,31.40302099480362,30.548611486534703,28.33,2.18,1.32,Normal,0,30.7797,31.403,30.3874,1.0156,0,2.4497,1.6515,1,1,Monday,1,Night,27.2413,1.778,1.4693,0.7102,1.587,0.5775
2024-01-01 01:41:00,P2,25.7236233763405,23.850528982098744,26.44838693071281,23.76,2.47,1.94,Normal,0,25.3408,26.4484,23.8505,2.5979,0,1.5808,1.2732,1,1,Monday,1,Night,27.1989,1.8084,1.524,0.7223,1.5823,0.5739
2024-01-01 01:42:00,P1,27.098442841531757,28.04269957107564,27.327523261593196,25.29,2.44,0.94,Normal,0,27.4896,28.0427,27.0984,0.9443,0,2.1996,2.5957,1,1,Monday,1,Night,27.1723,1.7977,1.5863,0.7178,1.5527,0.5836
